"CODIGO","CICLO","CLAVE_MATERIA","MATERIA","CALIFICACION","MODALIDAD"
"55","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","7","ORDINARIO"
"55","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","SD","EXTRAORDINARIO"
"55","2021-A","I5907","ADMINISTRACION DE REDES","SD","EXTRAORDINARIO"
"55","2021-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","0","ORDINARIO"
"55","2021-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","SD","EXTRAORDINARIO"
"55","2021-A","I5888","ESTRUCTURAS DE DATOS II","74","ORDINARIO"
"55","2021-A","I5907","ADMINISTRACION DE REDES","SD","ORDINARIO"
"55","2021-A","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","SD","ORDINARIO"
"55","2021-A","I5886","ESTRUCTURAS DE DATOS I","98","ORDINARIO"
"55","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"55","2021-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","67","ORDINARIO"
"55","2021-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","70","ORDINARIO"
"55","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"55","2021-B","I5907","ADMINISTRACION DE REDES","66","ORDINARIO"
"55","2021-B","I5890","BASES DE DATOS","100","ORDINARIO"
"55","2021-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","SD","ORDINARIO"
"55","2022-A","I5908","ADMINISTRACION DE SERVIDORES","SD","EXTRAORDINARIO"
"55","2022-A","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"55","2022-A","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"55","2022-A","I5908","ADMINISTRACION DE SERVIDORES","SD","ORDINARIO"
"55","2022-A","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","67","ORDINARIO"
"55","2022-B","I5884","ALGORITMIA","89","ORDINARIO"
"55","2022-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","SD","ORDINARIO"
"55","2022-B","I5909","PROGRAMACION PARA INTERNET","75","ORDINARIO"
"55","2022-B","I5908","ADMINISTRACION DE SERVIDORES","65","ORDINARIO"
"55","2023-A","I5898","INGENIERIA DE SOFTWARE I","70","ORDINARIO"
"55","2023-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","89","ORDINARIO"
"55","2023-A","I5901","CONTROL DE PROYECTOS","87","ORDINARIO"
"55","2023-A","I5900","INGENIERIA DE SOFTWARE II","98","ORDINARIO"
"55","2023-B","I5911","MINERIA DE DATOS","86","ORDINARIO"
"55","2023-B","I5905","SEGURIDAD DE LA INFORMACION","75","ORDINARIO"
"55","2023-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","80","ORDINARIO"
"55","2023-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","82","ORDINARIO"
"55","2023-B","IL366","SISTEMAS OPERATIVOS","SD","ORDINARIO"
"55","2023-B","IL366","SISTEMAS OPERATIVOS","SD","EXTRAORDINARIO"
"55","2024-A","I5902","ADMINISTRACION DE BASES DE DATOS","98","ORDINARIO"
"55","2024-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","72","ORDINARIO"
"55","2024-A","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","95","ORDINARIO"
"55","2024-A","IL366","SISTEMAS OPERATIVOS","93","ORDINARIO"
"55","2024-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","55","ORDINARIO"
"55","2024-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","60","EXTRAORDINARIO"
"55","2024-B","I7040","INTELIGENCIA ARTIFICIAL II","95","ORDINARIO"
"55","2024-B","IL350","LIDERAZGO Y EMPRENDIMIENTO","85","ORDINARIO"
"56","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","64","ORDINARIO"
"56","2019-B","I6123","INTRODUCCION A LA FISICA","77","ORDINARIO"
"56","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","70","ORDINARIO"
"56","2019-B","I5882","PROGRAMACION","95","ORDINARIO"
"56","2019-B","I5893","METODOS MATEMATICOS I","85","ORDINARIO"
"56","2019-B","I5892","MATEMATICA DISCRETA","90","ORDINARIO"
"56","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"56","2020-A","I5895","METODOS MATEMATICOS II","95","ORDINARIO"
"56","2020-A","I5915","TEORIA DE LA COMPUTACION","100","ORDINARIO"
"56","2020-A","I5886","ESTRUCTURAS DE DATOS I","95","ORDINARIO"
"56","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","70","ORDINARIO"
"56","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","100","ORDINARIO"
"56","2020-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"56","2020-B","I5888","ESTRUCTURAS DE DATOS II","93","ORDINARIO"
"56","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","92","ORDINARIO"
"56","2020-B","I5884","ALGORITMIA","100","ORDINARIO"
"56","2020-B","I5907","ADMINISTRACION DE REDES","91","ORDINARIO"
"56","2021-A","I5898","INGENIERIA DE SOFTWARE I","87","ORDINARIO"
"56","2021-A","I5890","BASES DE DATOS","100","ORDINARIO"
"56","2021-A","I5910","HIPERMEDIA","91","ORDINARIO"
"56","2021-A","I5908","ADMINISTRACION DE SERVIDORES","95","ORDINARIO"
"56","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","100","ORDINARIO"
"56","2021-B","I5909","PROGRAMACION PARA INTERNET","91","ORDINARIO"
"56","2021-B","I5905","SEGURIDAD DE LA INFORMACION","92","ORDINARIO"
"56","2021-B","I5900","INGENIERIA DE SOFTWARE II","82","ORDINARIO"
"56","2021-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","72","ORDINARIO"
"56","2021-B","I5901","CONTROL DE PROYECTOS","100","ORDINARIO"
"56","2022-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","99","ORDINARIO"
"56","2022-A","I6184","COMPORTAMIENTO HUMANO EN LAS ORGANIZACIONES","95","ORDINARIO"
"56","2022-A","I5902","ADMINISTRACION DE BASES DE DATOS","100","ORDINARIO"
"56","2022-A","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"56","2022-B","ET412","TOPICOS SELECTOS EN COMUNICACIONES","100","ORDINARIO"
"56","2022-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","85","ORDINARIO"
"56","2022-B","I5911","MINERIA DE DATOS","95","ORDINARIO"
"56","2022-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","94","ORDINARIO"
"56","2023-A","IL341","ETICA Y LEGISLACION","99","ORDINARIO"
"56","2023-A","IL350","LIDERAZGO Y EMPRENDIMIENTO","100","ORDINARIO"
"40","2024-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","63","ORDINARIO"
"40","2024-A","I7023","ARQUITECTURA DE COMPUTADORAS","82","ORDINARIO"
"41","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","SD","ORDINARIO"
"41","2019-B","I5893","METODOS MATEMATICOS I","SD","ORDINARIO"
"41","2019-B","I5893","METODOS MATEMATICOS I","SD","EXTRAORDINARIO"
"41","2019-B","I5892","MATEMATICA DISCRETA","SD","EXTRAORDINARIO"
"41","2019-B","I5882","PROGRAMACION","SD","EXTRAORDINARIO"
"41","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","SD","ORDINARIO"
"41","2019-B","I5892","MATEMATICA DISCRETA","SD","ORDINARIO"
"41","2019-B","I5882","PROGRAMACION","SD","ORDINARIO"
"42","2020-A","I5893","METODOS MATEMATICOS I","80","ORDINARIO"
"42","2020-A","I5892","MATEMATICA DISCRETA","60","ORDINARIO"
"42","2020-A","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","90","ORDINARIO"
"42","2021-A","I5882","PROGRAMACION","64","ORDINARIO"
"42","2021-A","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","95","ORDINARIO"
"42","2021-B","I5915","TEORIA DE LA COMPUTACION","58","ORDINARIO"
"42","2021-B","I5915","TEORIA DE LA COMPUTACION","58","EXTRAORDINARIO"
"42","2021-B","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","66","ORDINARIO"
"42","2021-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"42","2021-B","I5895","METODOS MATEMATICOS II","SD","EXTRAORDINARIO"
"42","2021-B","I5886","ESTRUCTURAS DE DATOS I","SD","EXTRAORDINARIO"
"42","2021-B","I5886","ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"42","2021-B","I5895","METODOS MATEMATICOS II","SD","ORDINARIO"
"42","2022-A","I5886","ESTRUCTURAS DE DATOS I","75","ORDINARIO"
"42","2022-A","I5895","METODOS MATEMATICOS II","61","ORDINARIO"
"42","2022-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","96","ORDINARIO"
"42","2022-A","I5915","TEORIA DE LA COMPUTACION","62","ORDINARIO"
"42","2022-B","I5907","ADMINISTRACION DE REDES","SD","ORDINARIO"
"42","2022-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","100","ORDINARIO"
"42","2022-B","I5907","ADMINISTRACION DE REDES","SD","EXTRAORDINARIO"
"42","2022-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","SD","ORDINARIO"
"43","2020-A","I5892","MATEMATICA DISCRETA","80","ORDINARIO"
"43","2020-A","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","80","ORDINARIO"
"43","2021-B","I5893","METODOS MATEMATICOS I","87","ORDINARIO"
"43","2021-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","75","ORDINARIO"
"43","2021-B","I6123","INTRODUCCION A LA FISICA","75","ORDINARIO"
"43","2021-B","I5882","PROGRAMACION","84","ORDINARIO"
"43","2022-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","70","ORDINARIO"
"43","2022-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","90","ORDINARIO"
"43","2022-A","I5895","METODOS MATEMATICOS II","76","ORDINARIO"
"43","2022-A","I5886","ESTRUCTURAS DE DATOS I","62","ORDINARIO"
"43","2022-B","I5884","ALGORITMIA","87","ORDINARIO"
"43","2022-B","I5907","ADMINISTRACION DE REDES","86","ORDINARIO"
"43","2022-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","70","ORDINARIO"
"43","2022-B","I5888","ESTRUCTURAS DE DATOS II","72","ORDINARIO"
"43","2023-A","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","85","ORDINARIO"
"43","2023-A","I5915","TEORIA DE LA COMPUTACION","78","ORDINARIO"
"43","2023-A","I5890","BASES DE DATOS","78","ORDINARIO"
"43","2023-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","82","ORDINARIO"
"43","2023-B","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"43","2023-B","I5910","HIPERMEDIA","100","ORDINARIO"
"43","2023-B","I5898","INGENIERIA DE SOFTWARE I","88","ORDINARIO"
"43","2023-B","I5908","ADMINISTRACION DE SERVIDORES","73","ORDINARIO"
"43","2023-B","I5901","CONTROL DE PROYECTOS","100","ORDINARIO"
"43","2024-A","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","82","ORDINARIO"
"43","2024-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","89","ORDINARIO"
"43","2024-A","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","62","ORDINARIO"
"43","2024-A","I5900","INGENIERIA DE SOFTWARE II","75","ORDINARIO"
"43","2024-A","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"43","2024-A","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"43","2024-A","I5911","MINERIA DE DATOS","60","ORDINARIO"
"43","2024-B","I7038","INTELIGENCIA ARTIFICIAL I","SD","ORDINARIO"
"43","2024-B","I7038","INTELIGENCIA ARTIFICIAL I","SD","EXTRAORDINARIO"
"43","2024-B","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"43","2024-B","IL351","INNOVACION Y TECNOLOGIA","100","ORDINARIO"
"43","2024-B","IL350","LIDERAZGO Y EMPRENDIMIENTO","100","ORDINARIO"
"43","2024-B","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"44","2019-B","I5882","PROGRAMACION","79","ORDINARIO"
"44","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","67","ORDINARIO"
"44","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","70","ORDINARIO"
"44","2019-B","I5892","MATEMATICA DISCRETA","65","ORDINARIO"
"44","2019-B","I5893","METODOS MATEMATICOS I","42","ORDINARIO"
"44","2019-B","I5893","METODOS MATEMATICOS I","42","EXTRAORDINARIO"
"44","2020-A","I5893","METODOS MATEMATICOS I","90","ORDINARIO"
"44","2020-A","I6123","INTRODUCCION A LA FISICA","64","ORDINARIO"
"45","2019-B","I5892","MATEMATICA DISCRETA","SD","EXTRAORDINARIO"
"45","2019-B","I5893","METODOS MATEMATICOS I","73","ORDINARIO"
"45","2019-B","I5882","PROGRAMACION","54","ORDINARIO"
"45","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","35","ORDINARIO"
"45","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","78","ORDINARIO"
"45","2019-B","I5892","MATEMATICA DISCRETA","SD","ORDINARIO"
"45","2019-B","I6123","INTRODUCCION A LA FISICA","68","ORDINARIO"
"45","2019-B","I5882","PROGRAMACION","62","EXTRAORDINARIO"
"45","2020-A","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","60","ORDINARIO"
"45","2020-A","I5892","MATEMATICA DISCRETA","90","ORDINARIO"
"46","2019-B","I5882","PROGRAMACION","78","ORDINARIO"
"46","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","62","ORDINARIO"
"46","2019-B","I5893","METODOS MATEMATICOS I","85","ORDINARIO"
"46","2019-B","I5892","MATEMATICA DISCRETA","65","ORDINARIO"
"46","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","92","ORDINARIO"
"46","2019-B","I6123","INTRODUCCION A LA FISICA","78","ORDINARIO"
"46","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","82","ORDINARIO"
"46","2020-A","I5915","TEORIA DE LA COMPUTACION","69","ORDINARIO"
"46","2020-A","I5895","METODOS MATEMATICOS II","75","ORDINARIO"
"46","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","74","ORDINARIO"
"46","2020-B","I5888","ESTRUCTURAS DE DATOS II","67","ORDINARIO"
"46","2020-B","I5907","ADMINISTRACION DE REDES","93","ORDINARIO"
"46","2021-A","I5890","BASES DE DATOS","100","ORDINARIO"
"46","2021-A","I5898","INGENIERIA DE SOFTWARE I","60","ORDINARIO"
"46","2021-A","I5886","ESTRUCTURAS DE DATOS I","60","ORDINARIO"
"46","2021-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","SD","ORDINARIO"
"46","2021-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","SD","EXTRAORDINARIO"
"36","2022-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","74","ORDINARIO"
"36","2022-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","SD","EXTRAORDINARIO"
"36","2022-A","I5884","ALGORITMIA","100","ORDINARIO"
"36","2022-A","I7598","DISPOSITIVOS ELECTRONICOS","SD","EXTRAORDINARIO"
"36","2022-A","I7598","DISPOSITIVOS ELECTRONICOS","SD","ORDINARIO"
"36","2022-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"36","2022-B","I5902","ADMINISTRACION DE BASES DE DATOS","SD","EXTRAORDINARIO"
"36","2022-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"36","2022-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","SD","ORDINARIO"
"36","2022-B","I5902","ADMINISTRACION DE BASES DE DATOS","10","ORDINARIO"
"36","2022-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","82","ORDINARIO"
"36","2022-B","I5911","MINERIA DE DATOS","72","ORDINARIO"
"36","2023-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"36","2023-B","I7598","DISPOSITIVOS ELECTRONICOS","88","ORDINARIO"
"36","2024-A","I5902","ADMINISTRACION DE BASES DE DATOS","SD","EXTRAORDINARIO"
"36","2024-A","I5902","ADMINISTRACION DE BASES DE DATOS","SD","ORDINARIO"
"36","2024-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","0","ORDINARIO"
"37","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","98","ORDINARIO"
"37","2019-B","I6123","INTRODUCCION A LA FISICA","90","ORDINARIO"
"37","2019-B","I5892","MATEMATICA DISCRETA","85","ORDINARIO"
"37","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","84","ORDINARIO"
"37","2019-B","I5882","PROGRAMACION","98","ORDINARIO"
"37","2019-B","I5893","METODOS MATEMATICOS I","85","ORDINARIO"
"37","2020-A","I5886","ESTRUCTURAS DE DATOS I","79","ORDINARIO"
"37","2020-A","I5915","TEORIA DE LA COMPUTACION","94","ORDINARIO"
"37","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","92","ORDINARIO"
"37","2020-A","I5895","METODOS MATEMATICOS II","92","ORDINARIO"
"37","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","86","ORDINARIO"
"37","2020-B","I5907","ADMINISTRACION DE REDES","100","ORDINARIO"
"37","2020-B","I5884","ALGORITMIA","90","ORDINARIO"
"37","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","95","ORDINARIO"
"37","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","76","ORDINARIO"
"37","2021-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"37","2021-A","I5908","ADMINISTRACION DE SERVIDORES","77","ORDINARIO"
"37","2021-A","I5888","ESTRUCTURAS DE DATOS II","76","ORDINARIO"
"37","2021-A","I5905","SEGURIDAD DE LA INFORMACION","83","ORDINARIO"
"37","2021-A","I5910","HIPERMEDIA","95","ORDINARIO"
"37","2022-A","I5901","CONTROL DE PROYECTOS","100","ORDINARIO"
"37","2022-A","I5890","BASES DE DATOS","100","ORDINARIO"
"37","2022-A","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"37","2022-A","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"37","2022-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","SD","ORDINARIO"
"37","2022-B","I5898","INGENIERIA DE SOFTWARE I","SD","EXTRAORDINARIO"
"37","2022-B","I5898","INGENIERIA DE SOFTWARE I","SD","ORDINARIO"
"37","2022-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","96","ORDINARIO"
"37","2022-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","75","ORDINARIO"
"37","2022-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","78","ORDINARIO"
"37","2022-B","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"37","2022-B","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"37","2023-A","I5911","MINERIA DE DATOS","74","ORDINARIO"
"37","2023-A","I5898","INGENIERIA DE SOFTWARE I","81","ORDINARIO"
"37","2023-A","I5902","ADMINISTRACION DE BASES DE DATOS","87","ORDINARIO"
"37","2023-A","I5909","PROGRAMACION PARA INTERNET","60","ORDINARIO"
"37","2023-B","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","SD","ORDINARIO"
"37","2023-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"37","2023-B","ET414","TOPICOS SELECTOS EN SISTEMAS DIGITALES","95","ORDINARIO"
"37","2023-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","5","ORDINARIO"
"37","2023-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","77","ORDINARIO"
"37","2023-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","75","ORDINARIO"
"37","2023-B","I5900","INGENIERIA DE SOFTWARE II","61","ORDINARIO"
"37","2024-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","68","ORDINARIO"
"37","2024-A","I7037","SEGURIDAD","88","ORDINARIO"
"37","2024-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","95","ORDINARIO"
"37","2024-A","ET412","TOPICOS SELECTOS EN COMUNICACIONES","80","ORDINARIO"
"38","2019-B","I6123","INTRODUCCION A LA FISICA","75","ORDINARIO"
"38","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","74","ORDINARIO"
"38","2019-B","I5892","MATEMATICA DISCRETA","95","ORDINARIO"
"38","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","95","ORDINARIO"
"38","2019-B","I5882","PROGRAMACION","74","ORDINARIO"
"38","2019-B","I5893","METODOS MATEMATICOS I","71","ORDINARIO"
"38","2020-A","I5915","TEORIA DE LA COMPUTACION","74","ORDINARIO"
"38","2020-A","I5886","ESTRUCTURAS DE DATOS I","84","ORDINARIO"
"38","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","60","ORDINARIO"
"38","2020-B","I5907","ADMINISTRACION DE REDES","98","ORDINARIO"
"38","2020-B","I5895","METODOS MATEMATICOS II","85","ORDINARIO"
"38","2020-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","90","ORDINARIO"
"38","2020-B","I7418","TALLER DE EXPRESION ORAL Y ESCRITA","100","ORDINARIO"
"38","2021-A","I5908","ADMINISTRACION DE SERVIDORES","78","ORDINARIO"
"38","2021-A","I5910","HIPERMEDIA","83","ORDINARIO"
"38","2021-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","73","ORDINARIO"
"38","2021-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","100","ORDINARIO"
"38","2021-B","I5898","INGENIERIA DE SOFTWARE I","85","ORDINARIO"
"38","2021-B","I5888","ESTRUCTURAS DE DATOS II","73","ORDINARIO"
"38","2021-B","I5901","CONTROL DE PROYECTOS","92","ORDINARIO"
"38","2022-A","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","85","ORDINARIO"
"38","2022-A","I5900","INGENIERIA DE SOFTWARE II","86","ORDINARIO"
"38","2022-A","I5890","BASES DE DATOS","50","EXTRAORDINARIO"
"38","2022-A","I5890","BASES DE DATOS","42","ORDINARIO"
"38","2022-A","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"38","2022-A","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"38","2022-A","IF890","MERCADOTECNIA","SD","EXTRAORDINARIO"
"38","2022-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","85","ORDINARIO"
"38","2022-A","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","91","ORDINARIO"
"38","2022-A","IF890","MERCADOTECNIA","SD","ORDINARIO"
"38","2022-B","IF890","MERCADOTECNIA","90","ORDINARIO"
"38","2022-B","I5909","PROGRAMACION PARA INTERNET","68","ORDINARIO"
"38","2022-B","I5884","ALGORITMIA","64","ORDINARIO"
"38","2022-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"73","2022-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","95","ORDINARIO"
"73","2022-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","97","ORDINARIO"
"73","2022-B","IL351","INNOVACION Y TECNOLOGIA","85","ORDINARIO"
"73","2023-A","IL341","ETICA Y LEGISLACION","85","ORDINARIO"
"73","2023-A","ET414","TOPICOS SELECTOS EN SISTEMAS DIGITALES","98","ORDINARIO"
"73","2024-A","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"73","2024-A","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"73","2024-A","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"74","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","94","ORDINARIO"
"74","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","70","ORDINARIO"
"74","2019-B","I5882","PROGRAMACION","100","ORDINARIO"
"74","2019-B","I5893","METODOS MATEMATICOS I","100","ORDINARIO"
"74","2019-B","I5892","MATEMATICA DISCRETA","71","ORDINARIO"
"74","2019-B","I6123","INTRODUCCION A LA FISICA","92","ORDINARIO"
